VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
8564,8218,Deepa Kumar,27,2,0
8565,8218,Chandru Shetty,42,1,0
8566,8220,Thomas Shetty,34,1,0
8567,8220,Vani Urs,17,2,0
8568,8221,Manjula,40,2,0
8569,8223,Roopa,52,2,0
8570,8224,Shobha,20,2,0
8571,8225,Imran Bhat,17,1,0
8572,8226,Basavaraj,52,1,0
8573,8227,Ayesha,34,2,0
8574,8228,Jyothi,35,2,0
8575,8229,Srinivas,71,1,0
8576,8230,Nandini,48,2,0
8577,8231,Srinivas Desai,13,1,0
8578,8233,Chaitra Patil,63,2,0
8579,8233,Rohit Hegde,31,1,0
8580,8235,Naveen,24,1,0
8581,8236,Rafiq,50,1,0
8582,8237,Ayesha,43,2,0
8583,8239,Prema Nayak,59,2,0
8584,8240,Iqbal Desai,65,1,0
8585,8241,Rashmi Achar,20,2,0
8586,8243,Pallavi Rai,42,2,0
8587,8244,Rekha,59,2,0
8588,8245,Rashmi Naik,78,2,0
8589,8246,Rohit,29,1,0
8590,8248,Nirmala Naidu,7,2,0
8591,8250,Nandini Urs,18,2,0
8592,8251,Radha Desai,21,2,0
8593,8252,Shankar,25,1,0
8594,8253,Kavitha Bhat,31,2,0
8595,8255,Santosh,61,1,0
8596,8256,Ayesha Patil,36,2,0
8597,8257,Priya Poojari,63,2,0
8598,8258,Rekha Achar,31,2,0
8599,8259,Lakshmi Naik,48,2,0
8600,8260,Girija Kulkarni,42,2,0
8601,8261,Rohit Iyer,64,1,0
8602,8263,Sowmya Kulkarni,47,2,0
8603,8264,Girija Reddy,56,2,0
8604,8266,Vinod,36,1,0
8605,8267,Kamala,45,2,0
8606,8268,Vijay Bhat,49,1,0
8607,8270,Kiran Desai,15,1,0
8608,8272,Srinivas,49,1,0
8609,8272,Shankar Naidu,66,1,0
8610,8273,Latha Naik,44,2,0
8611,8274,Jyothi Kulkarni,42,2,0
8612,8275,Nagaraj Setty,52,1,0
8613,8276,Basavaraj Nayak,17,1,0
8614,8277,Lakshmi Hegde,42,2,0
8615,8278,Latha,7,2,0
8616,8279,Manjunath Naidu,22,1,0
8617,8280,Mary,55,2,0
8618,8281,Basavaraj Nayak,24,1,0
8619,8282,Kamala,31,2,0
8620,8284,Kiran Patil,17,1,0
8621,8286,Kiran Desai,24,1,0
8622,8287,Joseph Prasad,48,1,0
8623,8287,Nagaraj Rao,47,1,0
8624,8287,Nagaraj,20,1,0
8625,8288,Ashok Nayak,60,1,0
8626,8289,Anand Kulkarni,18,1,0
8627,8290,Prema Setty,52,2,0
8628,8291,Fathima,21,2,0
8629,8292,Deepak,37,1,0
8630,8293,Manjula Hegde,25,2,0
8631,8294,Anitha Iyer,44,2,0
8632,8295,Savitri Reddy,92,2,0
8633,8297,Arjun Reddy,38,1,0
8634,8300,Ayesha Hegde,56,2,0
8635,8301,Jyothi Nayak,44,2,0
8636,8302,Srinivas Rai,57,1,0
8637,8303,Joseph Patil,56,1,0
8638,8304,Anitha,47,2,0
8639,8305,Usha,23,2,0
8640,8306,Shanthi,21,2,0
8641,8307,Chandru,61,1,0
8642,8307,Anand Setty,59,1,0
8643,8307,Ganesh Patil,25,1,0
8644,8309,Yogesh Naidu,44,1,0
8645,8310,Priya,61,2,0
8646,8310,Thomas Gowda,71,1,0
8647,8310,Mahesh,42,1,0
8648,8312,Karthik,25,1,0
8649,8313,Suresh,54,1,0
8650,8314,Girish,52,1,0
8651,8315,Imran,34,1,0
8652,8316,Jyothi Shetty,31,2,0
8653,8317,Bhavani,35,2,0
8654,8318,Deepak Kulkarni,55,1,0
8655,8319,Rekha,47,2,0
8656,8321,Kiran,66,1,0
8657,8322,Nirmala Achar,21,2,0
8658,8323,Karthik Reddy,23,1,0
8659,8324,Vinod,65,1,1
8660,8325,Sheela Patil,41,2,0
8661,8327,Deepak Rai,67,1,1
8662,8328,Manjunath Hegde,25,1,0
8663,8330,Roopa,48,2,0
8664,8331,Naveen Gowda,19,1,0
8665,8332,Geetha Reddy,27,2,0
8666,8333,Thomas Desai,72,1,0
8667,8334,Meena,51,2,0
8668,8336,Deepak Rao,67,1,0
8669,8337,Mary Iyer,37,2,0
8670,8338,Swathi Kumar,80,2,0
8671,8339,Sarala,66,2,0
8672,8340,Anand Nayak,38,1,0
8673,8341,Naveen,41,1,0
8674,8342,Shankar Kulkarni,40,1,0
8675,8342,Fathima,49,2,0
8676,8344,Meena Kumar,67,2,0
8677,8345,Ramesh,31,1,0
8678,8346,Nirmala Naik,25,2,0
8679,8347,Priya,14,2,0
8680,8348,Manjunath Prasad,36,1,1
8681,8349,Shankar,80,1,0
8682,8350,Bhavani Setty,36,2,0
8683,8351,Rohit,12,1,0
8684,8352,Savitri Naidu,68,2,0
8685,8353,Roopa Naidu,47,2,0
8686,8354,Harish,59,1,0
8687,8355,Muthu,56,1,0
8688,8356,Rashmi,28,2,0
8689,8357,Joseph Poojari,39,1,0
8690,8359,Yogesh,39,1,0
8691,8360,Raju,31,1,0
8692,8361,Girija Hegde,53,2,0
8693,8362,Divya Patil,61,2,0
8694,8363,Srinivas Iyer,71,1,0
8695,8364,Rafiq Kumar,66,1,0
8696,8365,Manjunath,35,1,0
8697,8366,Girish Rai,35,1,0
8698,8366,Ganesh Setty,18,1,0
8699,8366,Rekha Nayak,61,2,0
8700,8367,Rohit Patil,60,1,0
8701,8368,Naveen Reddy,61,1,0
8702,8369,Nagaraj,55,1,0
8703,8369,Rekha Gowda,59,2,0
8704,8370,Naveen Reddy,80,1,0
8705,8371,Rohit,69,1,1
8706,8372,Naveen Iyer,45,1,0
8707,8372,Muthu Naidu,19,1,0
8708,8373,Nirmala,35,2,0
8709,8374,Rashmi,38,2,0
8710,8376,Ayesha Gowda,25,2,0
8711,8377,Arjun,34,1,0
8712,8378,Thomas Bhat,26,1,0
8713,8379,Ayesha Kumar,52,2,0
8714,8381,Suresh Rai,45,1,0
8715,8382,Kavitha Kulkarni,25,2,0
8716,8383,Rekha Achar,38,2,0
8717,8384,Latha Gowda,43,2,0
8718,8386,Girish,43,1,0
8719,8389,Rohit,64,1,0
8720,8390,Savitri,20,2,0
8721,8391,Santosh,21,1,0
8722,8393,Kavitha,31,2,0
8723,8393,Basavaraj Hegde,26,1,0
8724,8394,Nirmala Reddy,17,2,0
8725,8395,Ramesh Rao,69,1,0
8726,8396,Ashok,24,1,0
8727,8398,Vani Rai,42,2,0
8728,8402,Deepak Shetty,49,1,0
8729,8403,Nandini,37,2,0
8730,8404,Manjula,21,2,0
8731,8405,Manjunath Nayak,47,1,0
8732,8406,Sarala,21,2,0
8733,8407,Vijay,27,1,0
8734,8409,Deepak,68,1,0
8735,8410,Karthik,46,1,0
8736,8410,Imran,75,1,0
8737,8411,Deepa Urs,20,2,0
8738,8412,Fathima Achar,31,2,0
8739,8412,Thomas Naidu,60,1,0
8740,8412,Shobha,65,2,0
8741,8412,Vinod,43,1,0
8742,8413,Anand,85,1,0
8743,8414,Nirmala,32,2,0
8744,8415,Karthik,45,1,0
8745,8415,Shankar Naik,27,1,0
8746,8416,Vijay Naidu,46,1,0
8747,8417,Anitha,15,2,0
8748,8420,Srinivas Reddy,63,1,0
8749,8421,Joseph Naik,36,1,0
8750,8422,Ayesha Poojari,15,2,0
8751,8424,Chandru Gowda,48,1,0
8752,8425,Deepak Gowda,32,1,0
8753,8426,Shobha Rao,74,2,0
8754,8427,Roopa Achar,63,2,0
8755,8427,Ayesha Gowda,19,2,0
8756,8428,Karthik Reddy,35,1,0
8757,8428,Vijay,58,1,0
8758,8429,Suresh,36,1,0
8759,8430,Yogesh,36,1,0
8760,8431,Rafiq,60,1,0
8761,8432,Muthu,68,1,0
8762,8433,Radha,27,2,0
8763,8435,Divya,31,2,0
8764,8436,Ravi Shetty,43,1,0
8765,8437,Anthony,59,1,0
8766,8438,Meena,59,2,0
8767,8439,Prakash Shetty,71,1,0
8768,8440,Ravi Rai,36,1,0
8769,8440,Jyothi,18,2,0
8770,8440,Rohit Nayak,19,1,0
8771,8440,Ravi,39,1,0
8772,8440,Vani Kumar,28,2,0
8773,8441,Meena,6,2,0
8774,8442,Rohit Prasad,10,1,0
8775,8442,Arjun,4,1,0
8776,8442,Prakash Achar,12,1,0
8777,8443,Ramesh,30,1,0
8778,8444,Latha Hegde,22,2,0
8779,8445,Sudha Iyer,27,2,0
8780,8446,Ravi,59,1,0
8781,8447,Manjula Hegde,45,2,0
8782,8448,Karthik Hegde,16,1,0
8783,8449,Rohit,58,1,0
8784,8450,Vani Setty,21,2,0
8785,8451,Rekha,61,2,0
8786,8452,Raju,67,1,0
8787,8453,Deepak,7,1,0
8788,8454,Imran Achar,26,1,0
8789,8455,Vani Rai,16,2,0
8790,8456,Prema,17,2,0
8791,8457,Ayesha Kulkarni,37,2,0
8792,8457,Ashok Urs,54,1,0
8793,8457,Manoj,35,1,0
8794,8457,Vijay Rai,31,1,0
8795,8458,Rafiq,24,1,0
8796,8460,Rafiq,23,1,0
8797,8461,Jyothi,38,2,0
8798,8461,Mahesh Bhat,39,1,0
8799,8461,Manjunath Setty,66,1,0
8800,8461,Yogesh Prasad,31,1,0
8801,8461,Selvam,35,1,0
8802,8461,Ramesh Prasad,52,1,0
8803,8463,Srinivas Gowda,22,1,0
8804,8463,Imran Desai,45,1,0
8805,8463,Prakash,27,1,0
8806,8463,Ashok Bhat,41,1,0
8807,8466,Fathima,39,2,0
8808,8467,Kamala Reddy,59,2,0
8809,8468,Vani,18,2,0
8810,8469,Deepak,5,1,0
8811,8470,Latha,25,2,0
8812,8471,Prema,51,2,0
8813,8472,Muthu,32,1,0
8814,8473,Rashmi Shetty,14,2,0
8815,8474,Jyothi Desai,32,2,0
8816,8475,Mary,40,2,0
8817,8476,Divya Bhat,45,2,0
8818,8477,Thomas,53,1,0
8819,8477,Manjula Naik,44,2,0
8820,8477,Kiran,48,1,0
8821,8478,Ganesh,33,1,0
8822,8479,Fathima Reddy,45,2,0
8823,8480,Meena,38,2,0
8824,8481,Anthony Poojari,69,1,0
8825,8482,Sudha Kumar,49,2,0
8826,8484,Usha Gowda,44,2,0
8827,8485,Sheela,71,2,0
8828,8485,Anitha Gowda,15,2,0
8829,8486,Vinod Bhat,16,1,0
8830,8487,Rashmi Rai,19,2,0
8831,8488,Anthony Poojari,18,1,0
8832,8490,Basavaraj,35,1,0
8833,8491,Manjunath,40,1,0
8834,8492,Vinod Poojari,66,1,0
8835,8493,Mahesh Patil,26,1,0
8836,8494,Kavitha,50,2,0
8837,8495,Harish Shetty,67,1,0
8838,8498,Sowmya Kulkarni,22,2,0
8839,8498,Ashok,41,1,0
8840,8499,Prema,67,2,0
8841,8499,Chaitra,54,2,0
8842,8500,Chandru,15,1,0
8843,8503,Shankar,30,1,0
8844,8504,Girish,61,1,0
8845,8505,Iqbal,51,1,0
8846,8506,Jyothi Kulkarni,43,2,0
8847,8507,Imran,41,1,0
8848,8508,Nirmala,69,2,0
8849,8512,Deepa,68,2,0
8850,8513,Ganesh,63,1,0
8851,8513,Ayesha Setty,58,2,0
8852,8513,Manjunath Setty,66,1,0
8853,8514,Kamala Rai,31,2,0
8854,8515,Shankar Desai,25,1,0
8855,8517,Srinivas Naik,47,1,0
8856,8517,Imran Naidu,51,1,0
8857,8518,Anthony,46,1,0
8858,8518,Pallavi,34,2,0
8859,8518,Prakash,64,1,0
8860,8518,Usha Achar,47,2,0
8861,8518,Girish Hegde,18,1,0
8862,8518,Arjun Prasad,28,1,0
8863,8520,Harish Gowda,48,1,0
8864,8522,Harish Prasad,56,1,0
8865,8523,Ravi Desai,34,1,0
8866,8524,Vinod,56,1,0
8867,8525,Rohit,26,1,0
8868,8526,Shankar,31,1,0
8869,8528,Mary,72,2,0
8870,8529,Raju,57,1,0
8871,8530,Priya,28,2,0
8872,8531,Jyothi Reddy,53,2,0
8873,8532,Usha Nayak,38,2,0
8874,8533,Priya Setty,21,2,0
8875,8533,Deepa,44,2,0
8876,8534,Kiran Achar,51,1,0
8877,8535,Karthik Hegde,46,1,0
8878,8535,Rafiq Naik,54,1,0
8879,8536,Chandru Nayak,46,1,0
8880,8537,Sunil,49,1,0
8881,8538,Nirmala Rai,79,2,0
8882,8538,Swathi,35,2,0
8883,8540,Lakshmi Patil,31,2,0
8884,8541,Nandini,45,2,0
8885,8542,Deepa Reddy,35,2,0
8886,8543,Sunil,20,1,0
8887,8544,Basavaraj Reddy,61,1,0
8888,8544,Mahesh Hegde,59,1,0
8889,8546,Joseph,42,1,0
8890,8547,Sudha Prasad,22,2,0
8891,8548,Thomas,49,1,0
8892,8549,Thomas Gowda,20,1,0
8893,8550,Manoj Kumar,52,1,0
8894,8551,Santosh,40,1,0
8895,8552,Selvam,37,1,0
8896,8553,Girish,76,1,0
8897,8554,Priya Setty,56,2,0
8898,8556,Yogesh,77,1,0
8899,8556,Selvam Hegde,65,1,0
8900,8557,Bhavani,45,2,0
8901,8558,Muthu Naidu,27,1,0
8902,8560,Manjula,29,2,0
8903,8561,Naveen,59,1,0
8904,8562,Muthu,51,1,0
8905,8562,Meena,61,2,0
8906,8562,Latha Poojari,73,2,0
8907,8562,Kamala Prasad,35,2,0
8908,8562,Prakash Patil,21,1,0
8909,8565,Fathima,52,2,0
8910,8566,Mahesh,13,1,0
8911,8567,Harish,29,1,0
8912,8567,Prakash Bhat,57,1,1
8913,8568,Swathi Setty,67,2,0
8914,8569,Jyothi,38,2,0
8915,8569,Shanthi,23,2,0
8916,8570,Vani,23,2,0
8917,8571,Manjula Urs,38,2,0
8918,8572,Naveen Rao,70,1,0
8919,8573,Basavaraj Gowda,75,1,0
8920,8574,Vani,26,2,0
8921,8575,Sudha Gowda,20,2,0
8922,8578,Shanthi Achar,53,2,0
8923,8580,Harish,49,1,0
8924,8581,Usha,75,2,0
8925,8582,Geetha Desai,64,2,0
8926,8583,Prakash Kumar,20,1,0
8927,8583,Srinivas,18,1,0
8928,8584,Rafiq,56,1,0
8929,8585,Deepak,11,1,0
8930,8586,Savitri Bhat,53,2,0
8931,8587,Lakshmi,58,2,0
8932,8587,Yogesh,34,1,0
8933,8587,Basavaraj,57,1,0
8934,8587,Yogesh Bhat,59,1,0
8935,8588,Kamala Urs,47,2,0
8936,8589,Srinivas Kumar,53,1,0
8937,8590,Girish,61,1,0
8938,8591,Nirmala,45,2,0
8939,8592,Mary Setty,22,2,0
8940,8593,Kiran,57,1,0
8941,8594,Ganesh Bhat,52,1,0
8942,8595,Deepak,36,1,0
8943,8595,Anand Urs,52,1,0
8944,8595,Lakshmi Gowda,49,2,0
8945,8595,Radha Iyer,57,2,0
8946,8595,Girish Kulkarni,19,1,0
8947,8596,Manjunath,57,1,0
8948,8597,Arjun Urs,44,1,0
8949,8598,Deepak Rai,30,1,0
8950,8599,Muthu Prasad,34,1,0
8951,8601,Manjula,34,2,0
8952,8606,Joseph,44,1,0
8953,8607,Kavitha Nayak,29,2,0
8954,8607,Ramesh,45,1,0
8955,8609,Ramesh Hegde,61,1,0
8956,8609,Sunil Iyer,75,1,0
8957,8610,Chandru Shetty,4,1,0
8958,8611,Chaitra Desai,18,2,0
8959,8612,Manjunath,43,1,0
8960,8614,Kiran Naik,46,1,0
8961,8615,Bhavani,34,2,0
8962,8616,Sarala,30,2,0
8963,8617,Rekha Achar,24,2,0
8964,8618,Anthony Iyer,62,1,0
8965,8619,Shobha Hegde,65,2,0
8966,8620,Nandini,45,2,0
8967,8622,Muthu Rao,64,1,0
8968,8623,Naveen Bhat,16,1,0
8969,8624,Meena,59,2,0
8970,8625,Vijay Rai,39,1,0
8971,8626,Raju Shetty,42,1,0
8972,8626,Rohit,45,1,0
8973,8626,Manoj,42,1,0
8974,8626,Vinod Urs,55,1,0
8975,8626,Mahesh Rao,64,1,0
8976,8627,Rashmi Achar,19,2,0
8977,8628,Sunil,45,1,0
8978,8629,Anthony,36,1,0
8979,8630,Mary,50,2,0
8980,8630,Rashmi Nayak,68,2,0
8981,8630,Santosh,59,1,0
8982,8630,Ganesh Hegde,31,1,0
8983,8631,Swathi,14,3,0
8984,8632,Pallavi,43,2,0
8985,8633,Jyothi Gowda,61,2,0
8986,8633,Manjula,35,2,0
8987,8633,Joseph Kulkarni,49,1,0
8988,8634,Prakash,41,1,0
8989,8636,Suresh Rai,31,1,0
8990,8638,Radha Hegde,26,2,0
8991,8640,Rashmi,40,2,0
8992,8644,Bhavani Naik,48,2,0
8993,8646,Harish Hegde,32,1,0
8994,8647,Selvam,42,1,0
8995,8649,Rekha Kulkarni,49,2,0
8996,8650,Nandini,46,2,0
8997,8650,Rohit Hegde,26,1,0
8998,8650,Rohit Poojari,44,1,0
8999,8651,Ganesh Rai,19,1,0
9000,8652,Lakshmi,44,2,0
9001,8653,Mary,42,2,0
9002,8655,Latha,51,2,0
9003,8656,Girish Naik,40,1,0
9004,8657,Karthik Desai,29,1,0
9005,8658,Joseph,41,1,0
9006,8658,Anthony Desai,37,1,0
9007,8659,Nirmala,19,2,0
9008,8660,Girish Iyer,73,1,0
9009,8661,Kavitha,46,2,0
9010,8661,Sunil,62,1,0
9011,8661,Mahesh,27,1,0
9012,8661,Muthu Iyer,42,1,0
9013,8661,Anitha Gowda,63,2,0
9014,8661,Basavaraj Setty,50,1,0
9015,8662,Harish Naidu,46,1,0
9016,8663,Pallavi,54,2,0
9017,8663,Ravi,8,1,0
9018,8664,Santosh,51,1,0
9019,8665,Chandru Naik,6,1,0
9020,8665,Prakash,53,1,0
9021,8667,Raju Achar,37,1,0
9022,8668,Vinod Achar,61,1,0
9023,8670,Swathi,18,2,0
9024,8671,Ravi Urs,68,1,0
9025,8672,Rohit Hegde,57,1,0
9026,8673,Sheela,17,2,0
9027,8674,Chandru Reddy,80,1,0
9028,8675,Rafiq,24,1,0
9029,8677,Swathi,44,2,0
9030,8678,Yogesh Bhat,78,1,0
9031,8679,Ayesha,50,2,0
9032,8680,Ayesha Shetty,26,2,0
9033,8681,Fathima,37,2,0
9034,8682,Prakash,34,1,0
9035,8682,Kavitha Rai,43,2,0
9036,8682,Karthik,42,1,0
9037,8682,Manoj,59,1,0
9038,8683,Anitha Prasad,72,2,0
9039,8684,Nirmala Patil,23,2,0
9040,8686,Sunil,72,1,0
9041,8687,Raju,50,1,0
9042,8687,Sunil Patil,49,1,0
9043,8687,Iqbal Rao,75,1,0
9044,8688,Anitha Kulkarni,72,2,0
9045,8689,Ramesh Iyer,54,1,0
9046,8691,Radha Naik,19,2,0
9047,8691,Anitha Rai,21,2,0
9048,8691,Nagaraj Naik,22,1,0
9049,8691,Kiran,44,1,0
9050,8691,Mahesh Rao,24,1,0
9051,8691,Manjunath,43,1,0
9052,8692,Manoj Iyer,58,1,0
9053,8693,Mahesh,40,1,0
9054,8694,Nirmala Shetty,22,2,0
9055,8695,Raju,69,1,0
9056,8697,Vijay Urs,28,1,0
9057,8698,Bhavani Rai,53,2,0
9058,8698,Nirmala Iyer,31,2,0
9059,8698,Meena,19,2,0
9060,8699,Manjunath Urs,29,1,0
9061,8700,Deepa Kumar,30,2,0
9062,8702,Jyothi Bhat,49,2,0
9063,8703,Sunil Bhat,24,1,0
9064,8704,Sarala Patil,83,2,0
9065,8707,Prema,38,2,0
9066,8710,Priya Bhat,58,2,0
9067,8711,Basavaraj Nayak,73,1,0
9068,8712,Kavitha,39,2,0
9069,8715,Vinod,17,1,0
9070,8716,Chandru Bhat,69,1,0
9071,8718,Manoj,51,1,0
9072,8720,Meena,33,2,0
9073,8721,Naveen,15,1,0
9074,8721,Basavaraj,36,1,0
9075,8722,Sowmya Patil,43,2,0
9076,8723,Santosh,55,1,0
9077,8724,Rashmi,46,2,0
9078,8725,Srinivas Rai,47,1,0
9079,8726,Shankar,24,1,0
9080,8728,Ashok,51,1,0
9081,8729,Basavaraj,54,1,0
9082,8731,Divya Naik,75,2,0
9083,8731,Latha Hegde,57,2,0
9084,8732,Suresh,26,1,0
9085,8733,Shobha Poojari,43,2,0
9086,8734,Ashok,41,1,0
9087,8735,Rekha,75,2,0
9088,8736,Imran Hegde,63,1,0
9089,8737,Savitri Prasad,61,2,0
9090,8737,Prakash Naidu,35,1,0
9091,8737,Sheela Hegde,41,2,0
9092,8738,Raju Hegde,51,1,0
9093,8740,Girish,31,1,0
9094,8741,Roopa,64,2,0
9095,8742,Swathi Hegde,18,2,0
9096,8743,Arjun Setty,28,1,0
9097,8744,Ganesh Desai,73,1,0
9098,8746,Jyothi,40,2,0
9099,8747,Vijay Rao,53,1,0
9100,8748,Jyothi Hegde,44,2,0
9101,8749,Suresh,27,1,0
9102,8750,Deepak Reddy,53,1,0
9103,8751,Sudha,39,2,0
9104,8752,Rafiq Desai,46,1,0
9105,8753,Latha Nayak,88,2,0
9106,8754,Meena Bhat,31,2,0
9107,8755,Anthony,32,1,1
9108,8756,Suresh Prasad,34,1,0
9109,8757,Manjula Nayak,28,2,0
9110,8758,Nirmala,53,2,0
9111,8759,Manjunath,24,1,0
9112,8760,Rafiq Bhat,23,1,0
9113,8760,Naveen Rai,50,1,0
9114,8760,Girija Poojari,64,2,0
9115,8761,Latha,31,2,0
9116,8762,Fathima Urs,18,2,0
9117,8763,Manjula Kulkarni,14,2,0
9118,8764,Sudha,56,2,0
9119,8766,Shanthi Desai,35,2,0
9120,8767,Shankar Kulkarni,43,1,0
9121,8768,Mary,56,2,0
9122,8770,Fathima,59,2,0
9123,8771,Ayesha Iyer,41,2,0
9124,8772,Vani Reddy,18,2,0
9125,8773,Ashok Desai,71,1,0
9126,8774,Thomas Rai,61,1,0
9127,8775,Prakash,30,1,0
9128,8776,Srinivas Setty,29,1,0
9129,8777,Radha Achar,32,2,0
9130,8778,Prema,39,2,0
9131,8779,Raju Setty,26,1,0
9132,8779,Selvam Poojari,44,1,0
9133,8779,Harish Achar,38,1,0
9134,8780,Fathima Shetty,19,2,0
9135,8781,Mary,33,2,0
9136,8782,Arjun Kumar,69,1,0
9137,8783,Rohit Desai,21,1,0
9138,8784,Kiran,40,1,0
9139,8785,Iqbal,29,1,0
9140,8786,Harish,28,1,0
9141,8787,Nagaraj Achar,58,1,0
9142,8787,Muthu Kulkarni,59,1,0
9143,8787,Shankar,53,1,0
9144,8788,Radha Hegde,28,2,0
9145,8789,Sheela Iyer,33,2,0
9146,8790,Manjula,36,2,0
9147,8791,Shanthi Rao,65,2,0
9148,8791,Srinivas Shetty,62,1,0
9149,8791,Ramesh Patil,29,1,0
9150,8792,Divya Iyer,39,2,0
9151,8793,Kiran,71,1,0
9152,8793,Vinod Naidu,17,1,0
9153,8794,Girija,66,2,0
9154,8795,Nagaraj,28,1,0
9155,8796,Kavitha,28,2,0
9156,8797,Bhavani,44,2,0
9157,8798,Imran Kulkarni,32,1,0
9158,8799,Iqbal Kulkarni,51,1,0
9159,8799,Naveen,62,1,0
9160,8799,Vinod Kumar,65,1,0
9161,8799,Joseph Gowda,18,1,0
9162,8801,Fathima Shetty,59,2,0
9163,8802,Arjun,75,1,0
9164,8802,Shobha,44,2,0
9165,8804,Swathi Bhat,56,2,0
9166,8805,Ashok Reddy,32,1,0
9167,8807,Thomas,56,1,0
9168,8808,Pallavi,18,2,0
9169,8809,Girish,63,1,0
9170,8809,Prema Kulkarni,44,2,0
9171,8809,Prakash,32,1,0
9172,8809,Vani Gowda,44,2,0
9173,8809,Divya,45,2,0
9174,8810,Ravi Kulkarni,6,1,0
9175,8811,Prema,20,2,0
9176,8811,Kavitha,56,2,0
9177,8812,Selvam Nayak,57,1,0
9178,8813,Arjun Achar,44,1,0
9179,8814,Girija,71,2,0
9180,8815,Raju Hegde,65,1,0
9181,8818,Rekha Poojari,13,2,0
9182,8819,Chandru Naik,73,1,0
9183,8822,Roopa Rao,51,2,0
9184,8824,Ayesha,88,2,0
9185,8825,Sheela,62,2,0
9186,8826,Sudha Gowda,70,2,0
9187,8827,Prema,14,2,0
9188,8829,Rafiq,60,1,0
9189,8831,Rafiq,53,1,0
9190,8834,Sunil Setty,17,1,0
9191,8835,Srinivas Nayak,23,1,0
9192,8836,Muthu Achar,3,1,0
9193,8837,Sowmya,65,2,0
9194,8837,Sheela,58,2,0
9195,8837,Roopa,32,2,0
9196,8837,Ayesha,63,2,0
9197,8838,Nagaraj,68,1,0
9198,8839,Thomas Poojari,19,1,0
9199,8840,Chandru,34,1,0
9200,8841,Sheela Naik,14,2,0
9201,8843,Usha Rai,29,2,0
9202,8844,Shanthi Iyer,25,2,0
9203,8845,Girija,32,2,0
9204,8845,Lakshmi,18,2,0
9205,8845,Kamala,46,2,0
9206,8845,Swathi,29,2,0
9207,8845,Vinod,39,1,0
9208,8846,Anthony Urs,44,1,0
9209,8847,Srinivas,53,1,0
9210,8848,Bhavani,40,2,0
9211,8848,Thomas,23,1,0
9212,8852,Latha Desai,21,2,0
9213,8852,Anand Bhat,31,1,0
9214,8852,Ganesh Kulkarni,33,1,0
9215,8852,Selvam Kulkarni,60,1,0
9216,8853,Sunil Kumar,51,1,0
9217,8854,Mahesh,63,1,0
9218,8855,Vani,42,2,0
9219,8856,Naveen,12,1,0
9220,8857,Anitha Poojari,63,2,0
9221,8858,Jyothi Reddy,66,2,0
9222,8860,Girish Poojari,62,1,0
9223,8862,Lakshmi Poojari,63,2,0
9224,8862,Radha Reddy,14,2,0
9225,8863,Shobha Achar,30,2,0
9226,8864,Sarala,14,2,0
9227,8864,Sowmya,45,2,0
9228,8865,Rekha,64,2,0
9229,8867,Sheela Setty,48,2,0
9230,8867,Prakash Achar,37,1,0
9231,8867,Santosh,67,1,0
9232,8868,Vijay Prasad,31,1,0
9233,8869,Savitri Reddy,78,2,0
9234,8870,Kamala,44,2,0
9235,8871,Bhavani,33,2,0
9236,8872,Chaitra,39,2,0
9237,8874,Muthu Patil,21,1,0
9238,8874,Rafiq Urs,49,1,0
9239,8874,Sarala Poojari,56,2,0
9240,8875,Prema Bhat,38,2,0
9241,8876,Shanthi Bhat,50,2,0
9242,8876,Muthu,34,1,0
9243,8876,Basavaraj,56,1,0
9244,8876,Chandru Kulkarni,39,1,0
9245,8876,Joseph,22,1,0
9246,8876,Manoj,54,1,0
9247,8877,Swathi Urs,42,2,0
9248,8878,Sarala Gowda,72,2,0
9249,8879,Vinod,57,1,0
9250,8880,Meena Poojari,62,2,0
9251,8880,Yogesh,31,1,0
9252,8880,Harish,31,1,0
9253,8880,Selvam Nayak,50,1,0
9254,8880,Rashmi Rai,36,2,0
9255,8880,Latha,62,2,0
9256,8881,Deepak,28,1,0
9257,8882,Kamala Rai,9,2,0
9258,8883,Nirmala,27,2,0
9259,8884,Yogesh,39,1,0
9260,8886,Kiran,86,1,0
9261,8887,Divya Setty,33,2,0
9262,8888,Sudha,25,2,0
9263,8889,Shobha Naidu,28,2,0
9264,8890,Anthony Kumar,27,1,0
9265,8892,Ramesh Prasad,66,1,0
9266,8892,Sheela,67,2,0
9267,8893,Ashok,33,1,0
9268,8893,Vijay Bhat,60,1,0
9269,8895,Anitha,41,2,0
9270,8896,Kavitha Poojari,16,2,0
9271,8897,Radha Shetty,53,2,0
9272,8898,Rekha Naik,24,2,0
9273,8900,Mahesh Kumar,10,1,0
9274,8901,Rafiq Desai,19,1,0
9275,8902,Ravi Naik,70,1,0
9276,8903,Vani,31,2,0
9277,8903,Shankar,33,1,0
9278,8904,Deepak Achar,60,1,0
9279,8905,Shankar Desai,40,1,0
9280,8907,Kamala Setty,46,2,0
9281,8908,Sowmya Bhat,50,2,0
9282,8910,Deepa,80,2,0
9283,8911,Savitri Patil,31,2,0
9284,8912,Ramesh,27,1,0
9285,8913,Shanthi,3,2,0
9286,8914,Srinivas,17,1,0
9287,8915,Jyothi Reddy,72,2,0
9288,8917,Harish Rao,55,1,0
9289,8917,Manoj Iyer,26,1,0
