AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
13947,9226,Muthu,24,1,A1
13948,9227,Ajay,38,1,A1
13949,9228,Vishal Bhat,46,1,A1
13950,9229,Selvam Bhat,41,1,A1
13951,9230,Altaf Patil,24,1,A1
13952,9231,Basavaraj,58,1,A1
13953,9231,Naveen Naik,49,1,A2
13954,9231,Rukhsana Iyer,36,2,A3
13955,9231,Basavaraj Nayak,57,1,A4
13956,9231,Srinivas Desai,27,1,A5
13957,9231,Basavaraj,21,1,A6
13958,9232,Chandru,50,1,A1
13959,9233,Mahesh Nayak,50,1,A1
13960,9234,Girish Rao,55,1,A1
13961,9234,Latha Khan,45,2,A2
13962,9237,Harish,17,1,A1
13963,9238,Sunil,56,1,A1
13964,9239,Nirmala Kumar,36,2,A1
13965,9239,Rafiq Khan,46,1,A2
13966,9239,Girija Prasad,32,2,A3
13967,9240,Naveen,44,1,A1
13968,9240,Anwar,40,1,A2
13969,9240,Anand,63,1,A3
13970,9241,Ajay Sheikh,57,1,A1
13971,9241,Roopa Naik,50,2,A2
13972,9242,Kiran Rai,49,1,A1
13973,9243,Raju,21,1,A1
13974,9244,Shobha Prasad,65,2,A1
13975,9244,Nagaraj,48,1,A2
13976,9244,Arjun,47,1,A3
13977,9244,Yusuf Sheikh,36,1,A4
13978,9244,Vishal Kulkarni,45,1,A5
13979,9245,Prasad,42,1,A1
13980,9245,Manjunath Khan,19,1,A2
13981,9245,Naveen Shetty,45,1,A3
13982,9246,Vijay Kumar,52,1,A1
13983,9247,Deepa,19,2,A1
13984,9247,Anand Desai,32,1,A2
13985,9247,Santosh,29,1,A3
13986,9247,Basavaraj Rao,32,1,A4
13987,9247,Anand,40,1,A5
13988,9247,Imran Urs,37,1,A6
13989,9247,Shivu Rao,16,1,A7
13990,9248,Fathima,27,2,A1
13991,9250,Shabbir,49,1,A1
13992,9250,Vishal Hegde,53,1,A2
13993,9250,Ramesh,40,1,A3
13994,9251,Raghu Nayak,47,1,A1
13995,9252,Rafiq Hegde,44,1,A1
13996,9253,Rafiq Kulkarni,55,1,A1
13997,9254,Rafiq,62,1,A1
13998,9255,Imran Iyer,34,1,A1
13999,9255,Shabbir Iyer,45,1,A2
14000,9255,Yogesh Bhat,38,1,A3
14001,9256,Rukhsana,58,2,A1
14002,9257,Dinesh Urs,48,1,A1
14003,9258,Sandeep,45,1,A1
14004,9258,Harish,59,1,A2
14005,9258,Yusuf Poojari,52,1,A3
14006,9260,Anwar,16,1,A1
14007,9261,Naveen,38,1,A1
14008,9262,Naveen,39,1,A1
14009,9262,Naveen Kumar,30,1,A2
14010,9262,Farooq,47,1,A3
14011,9263,Sagar Hegde,58,1,A1
14012,9263,Farheen Khan,51,2,A2
14013,9264,Basavaraj Prasad,30,1,A1
14014,9265,Srinivas Bhat,38,1,A1
14015,9266,Raghu,26,1,A1
14016,9266,Sandeep Sheikh,30,1,A2
14017,9266,Rohit Achar,29,1,A3
14018,9266,Ravi,45,1,A4
14019,9266,Dinesh Sheikh,28,1,A5
14020,9266,Naveen,60,1,A6
14021,9266,Suresh,57,1,A7
14022,9266,Jyothi Bhat,43,2,A8
14023,9266,Sunil,53,1,A9
14024,9267,Dinesh Prasad,38,1,A1
14025,9267,Yusuf Shetty,38,1,A2
14026,9267,Anand,17,1,A3
14027,9267,Dinesh Naik,29,1,A4
14028,9267,Swathi Gowda,38,2,A5
14029,9267,Shivu Reddy,49,1,A6
14030,9267,Altaf Naidu,53,1,A7
14031,9268,Rohit Kumar,64,1,A1
14032,9269,Raghu,55,1,A1
14033,9270,Yogesh Prasad,46,1,A1
14034,9271,Vijay Patil,21,1,A1
14035,9271,Mary,48,2,A2
14036,9271,Arjun,32,1,A3
14037,9271,Farooq Hegde,24,1,A4
14038,9271,Ashok Kulkarni,57,1,A5
14039,9271,Vijay Naik,44,1,A6
14040,9271,Raju,21,1,A7
14041,9271,Somu Sheikh,34,1,A8
14042,9272,Guru Shetty,63,1,A1
14043,9273,Vishal Nayak,47,1,A1
14044,9273,Naveen Gowda,56,1,A2
14045,9274,Anwar Nayak,20,1,A1
14046,9275,Manoj,34,1,A1
14047,9276,Shabbir Iyer,39,1,A1
14048,9276,Lakshmi Iyer,16,2,A2
14049,9276,Vishal Bhat,38,1,A3
14050,9276,Mahesh,60,1,A4
14051,9276,Bhavani,17,2,A5
14052,9276,Shivu Prasad,59,1,A6
14053,9276,Dinesh,33,1,A7
14054,9276,Manoj,47,1,A8
14055,9277,Yusuf Khan,63,1,A1
14056,9278,Nagaraj Naik,65,1,A1
14057,9279,Harish Sheikh,30,1,A1
14058,9280,Iqbal,32,1,A1
14059,9281,Shivu Hegde,28,1,A1
14060,9282,Naveen,54,1,A1
14061,9283,Ashok Shetty,54,1,A1
14062,9287,Mahesh Gowda,19,1,A1
14063,9288,Ravi Rao,39,1,A1
14064,9289,Vishal Gowda,27,1,A1
14065,9289,Manjunath Urs,49,1,A2
14066,9289,Shivu,16,1,A3
14067,9289,Shabbir Naik,49,1,A4
14068,9290,Muthu,28,1,A1
14069,9291,Bhavani,62,2,A1
14070,9292,Salim,26,1,A1
14071,9292,Suresh Prasad,28,1,A2
14072,9292,Chandru Setty,40,1,A3
14073,9293,Suresh Kulkarni,19,1,A1
14074,9294,Raju,42,1,A1
14075,9294,Harish,48,1,A2
14076,9295,Raghu,46,1,A1
14077,9295,Basavaraj,34,1,A2
14078,9297,Shivu,44,1,A1
14079,9298,Dinesh,29,1,A1
14080,9300,Anand Desai,57,1,A1
14081,9301,Vinod,50,1,A1
14082,9302,Suresh Kumar,45,1,A1
14083,9303,Raghu,35,1,A1
14084,9303,Ganesh Kumar,37,1,A2
14085,9304,Ramesh Sheikh,56,1,A1
14086,9305,Shabbir,32,1,A1
14087,9306,Sunil,29,1,A1
14088,9306,Rafiq Nayak,23,1,A2
14089,9307,Salim Rao,46,1,A1
14090,9307,Yusuf Naidu,47,1,A2
14091,9308,Vijay Iyer,45,1,A1
14092,9308,Santosh Patil,37,1,A2
14093,9309,Savitri,28,2,A1
14094,9309,Raju Poojari,26,1,A2
14095,9310,Raju Sheikh,53,1,A1
14096,9311,Shivu Khan,22,1,A1
14097,9312,Naveen Reddy,39,1,A1
14098,9313,Mahesh Hegde,33,1,A1
14099,9313,Basavaraj Poojari,38,1,A2
14100,9313,Manoj Shetty,58,1,A3
14101,9313,Srinivas Sheikh,44,1,A4
14102,9315,Nasir Naik,22,1,A1
14103,9316,Anwar Bhat,37,1,A1
14104,9317,Prakash,51,1,A1
14105,9318,Vinod Khan,61,1,A1
14106,9318,Naveen,37,1,A2
14107,9319,Lakshmi,37,2,A1
14108,9320,Basavaraj Naidu,58,1,A1
14109,9321,Ravi,33,1,A1
14110,9322,Raghu Rai,27,1,A1
14111,9323,Deepak Gowda,41,1,A1
14112,9324,Selvam,59,1,A1
14113,9325,Jyothi,52,2,A1
14114,9326,Santosh Patil,57,1,A1
14115,9327,Sagar,29,1,A1
14116,9328,Santosh,43,1,A1
14117,9329,Farooq,43,1,A1
14118,9330,Imran Desai,52,1,A1
14119,9330,Nagaraj Sheikh,58,1,A2
14120,9331,Rashmi Nayak,51,2,A1
14121,9331,Rohit,49,1,A2
14122,9331,Srinivas,63,1,A3
14123,9331,Basavaraj,16,1,A4
14124,9331,Shivu,50,1,A5
14125,9331,Manjunath,38,1,A6
14126,9331,Ajay,30,1,A7
14127,9332,Chandru Nayak,34,1,A1
14128,9333,Bhavani Kumar,51,2,A1
14129,9334,Anand Iyer,62,1,A1
14130,9334,Anwar Desai,54,1,A2
14131,9335,Naveen Shetty,47,1,A1
14132,9335,Ramesh Patil,61,1,A2
14133,9335,Shankar,53,1,A3
14134,9336,Girish Bhat,27,1,A1
14135,9336,Deepak Prasad,57,1,A2
14136,9337,Shabbir,42,1,A1
14137,9337,Somu,55,1,A2
14138,9338,Raghu Kulkarni,19,1,A1
14139,9338,Rafiq Iyer,56,1,A2
14140,9339,Iqbal,54,1,A1
14141,9341,Sunil Setty,16,1,A1
14142,9341,Rafiq,65,1,A2
14143,9342,Farooq,29,1,A1
14144,9342,Prakash Prasad,31,1,A2
14145,9342,Ganesh Reddy,19,1,A3
14146,9342,Shivu Iyer,18,1,A4
14147,9343,Manoj Urs,41,1,A1
14148,9344,Lakshmi,60,2,A1
14149,9344,Dinesh,17,1,A2
14150,9345,Yogesh Rai,23,1,A1
14151,9347,Srinivas Hegde,55,1,A1
14152,9347,Basavaraj,38,1,A2
14153,9347,Radha Setty,18,2,A3
14154,9349,Imran,36,1,A1
14155,9350,Vijay,41,1,A1
14156,9351,Yusuf,20,1,A1
14157,9352,Farooq Iyer,29,1,A1
14158,9353,Manjunath Rao,36,1,A1
14159,9354,Ashok,65,1,A1
14160,9354,Muthu Reddy,22,1,A2
14161,9356,Anwar,41,1,A1
14162,9358,Rukhsana Kumar,33,2,A1
14163,9358,Deepak,54,1,A2
14164,9358,Chandru,19,1,A3
14165,9358,Muthu,17,1,A4
14166,9358,Sandeep,26,1,A5
14167,9358,Arjun Reddy,21,1,A6
14168,9358,Nagaraj Bhat,39,1,A7
14169,9358,Yusuf Desai,31,1,A8
14170,9360,Guru,58,1,A1
14171,9361,Naveen,51,1,A1
14172,9361,Ravi,28,1,A2
14173,9361,Vinod,34,1,A3
14174,9361,Shankar Kulkarni,19,1,A4
14175,9361,Muthu Rai,32,1,A5
14176,9361,Anand Gowda,20,1,A6
14177,9361,Naveen Patil,39,1,A7
14178,9361,Nagaraj Desai,16,1,A8
14179,9361,Dinesh Kumar,36,1,A9
14180,9361,Yogesh,24,1,A10
14181,9362,Prema Kumar,43,2,A1
14182,9363,Shivu Nayak,30,1,A1
14183,9363,Ganesh Kulkarni,41,1,A2
14184,9364,Naveen Iyer,62,1,A1
14185,9364,Shivu,42,1,A2
14186,9364,Shivu Rao,34,1,A3
14187,9364,Srinivas,58,1,A4
14188,9365,Chaitra Kulkarni,58,2,A1
14189,9366,Raju Prasad,33,1,A1
14190,9367,Shivu Sheikh,27,1,A1
14191,9367,Shobha Rao,20,2,A2
14192,9368,Rukhsana Sheikh,36,2,A1
14193,9369,Shankar Sheikh,36,1,A1
14194,9370,Naveen,21,1,A1
14195,9370,Ashok Rai,37,1,A2
14196,9370,Sandeep Iyer,19,1,A3
14197,9370,Shabbir Kumar,43,1,A4
14198,9371,Anwar,31,1,A1
14199,9371,Manjunath Naik,64,1,A2
14200,9371,Harish Iyer,28,1,A3
14201,9372,Sunil Sheikh,49,1,A1
14202,9373,Dinesh,45,1,A1
14203,9374,Anand Bhat,30,1,A1
14204,9374,Prasad,52,1,A2
14205,9375,Somu,37,1,A1
14206,9376,Sunil Setty,20,1,A1
14207,9376,Basavaraj,29,1,A2
14208,9377,Dinesh,27,1,A1
14209,9379,Shankar,39,1,A1
14210,9380,Yogesh,63,1,A1
14211,9381,Dinesh,25,1,A1
14212,9382,Naveen,16,1,A1
14213,9383,Rafiq Patil,41,1,A1
14214,9384,Basavaraj,52,1,A1
14215,9385,Sunil Desai,34,1,A1
14216,9386,Manjunath,27,1,A1
14217,9388,Altaf Urs,25,1,A1
14218,9388,Prasad Setty,60,1,A2
14219,9388,Kiran Gowda,44,1,A3
14220,9389,Anand Nayak,59,1,A1
14221,9389,Manoj Desai,21,1,A2
14222,9389,Suresh Kumar,49,1,A3
14223,9390,Anand Bhat,42,1,A1
14224,9391,Shankar Prasad,32,1,A1
14225,9392,Ajay Sheikh,46,1,A1
14226,9393,Raju,49,1,A1
14227,9393,Raghu Rao,17,1,A2
14228,9393,Imran Gowda,28,1,A3
14229,9394,Ravi Khan,56,1,A1
14230,9394,Ravi,36,1,A2
14231,9394,Shankar Rai,42,1,A3
14232,9394,Rafiq Kumar,34,1,A4
14233,9394,Vijay Hegde,63,1,A5
14234,9394,Prakash Khan,30,1,A6
14235,9394,Ramesh Sheikh,38,1,A7
14236,9395,Naveen,55,1,A1
14237,9396,Vijay Rai,57,1,A1
14238,9397,Sagar,38,1,A1
14239,9397,Ashok Kulkarni,51,1,A2
14240,9397,Vishal,36,1,A3
14241,9397,Deepak,55,1,A4
14242,9398,Prasad Kulkarni,44,1,A1
14243,9399,Sagar Sheikh,53,1,A1
14244,9401,Sandeep Nayak,59,1,A1
14245,9402,Mahesh,54,1,A1
14246,9402,Shivu,59,1,A2
14247,9402,Prasad Shetty,52,1,A3
14248,9403,Vijay Kumar,25,1,A1
14249,9403,Savitri,21,2,A2
14250,9403,Mahesh Desai,45,1,A3
14251,9403,Deepak,48,1,A4
14252,9404,Manjunath Sheikh,17,1,A1
14253,9405,Priya,40,2,A1
14254,9406,Imran Rai,19,1,A1
14255,9407,Sunil Hegde,35,1,A1
14256,9408,Ravi,57,1,A1
14257,9409,Nasir Sheikh,50,1,A1
14258,9410,Farooq,50,1,A1
14259,9411,Sunil Sheikh,18,1,A1
14260,9412,Karthik Naik,33,1,A1
14261,9414,Shivu,52,1,A1
14262,9415,Shankar Poojari,41,1,A1
14263,9416,Salim Setty,55,1,A1
14264,9417,Naveen Kumar,26,1,A1
14265,9418,Imran Kumar,22,1,A1
14266,9418,Sagar,37,1,A2
14267,9418,Vani Khan,40,2,A3
14268,9419,Rohit Naidu,38,1,A1
14269,9420,Anand Nayak,19,1,A1
14270,9420,Anand Desai,26,1,A2
14271,9420,Rashmi,28,2,A3
14272,9420,Santosh,64,1,A4
14273,9420,Somu Bhat,63,1,A5
14274,9421,Guru,59,1,A1
14275,9422,Sunil,58,1,A1
14276,9423,Shanthi Patil,26,2,A1
14277,9424,Kiran Naik,20,1,A1
14278,9424,Shankar Nayak,40,1,A2
14279,9425,Srinivas Kumar,36,1,A1
14280,9425,Sagar Naidu,33,1,A2
14281,9425,Somu Poojari,43,1,A3
14282,9426,Mahesh,57,1,A1
14283,9427,Sunil Rao,55,1,A1
14284,9428,Farooq,47,1,A1
14285,9428,Iqbal,33,1,A2
14286,9429,Muthu Setty,42,1,A1
14287,9429,Vijay,46,1,A2
14288,9429,Arjun Iyer,39,1,A3
14289,9429,Rashmi Poojari,22,2,A4
14290,9429,Anwar Gowda,63,1,A5
14291,9430,Manjunath Khan,55,1,A1
14292,9431,Shankar Iyer,47,1,A1
14293,9432,Jyothi,44,2,A1
14294,9432,Shankar,25,1,A2
14295,9433,Farooq Naik,44,1,A1
14296,9434,Prasad Nayak,41,1,A1
14297,9435,Harish,28,1,A1
14298,9436,Iqbal Nayak,51,1,A1
14299,9436,Fathima,16,2,A2
14300,9436,Vishal Prasad,55,1,A3
14301,9436,Divya Naik,65,2,A4
14302,9437,Usha,24,2,A1
14303,9438,Sandeep Naik,34,1,A1
14304,9441,Ayesha,18,2,A1
14305,9441,Ajay,38,1,A2
14306,9441,Nagaraj,40,1,A3
14307,9442,Mahesh Prasad,35,1,A1
14308,9443,Salim Shetty,30,1,A1
14309,9447,Arjun,49,1,A1
14310,9447,Muthu Setty,25,1,A2
14311,9447,Imran,34,1,A3
14312,9448,Ashok Urs,27,1,A1
14313,9449,Manoj Gowda,29,1,A1
14314,9450,Vishal,23,1,A1
14315,9451,Naveen Urs,40,1,A1
14316,9452,Sudha,51,2,A1
14317,9453,Altaf Shetty,22,1,A1
14318,9454,Ramesh Kumar,63,1,A1
14319,9454,Sunil Poojari,49,1,A2
14320,9454,Mahesh,43,1,A3
14321,9455,Deepak Poojari,18,1,A1
14322,9456,Yogesh,56,1,A1
14323,9457,Deepak,38,1,A1
14324,9458,Vishal,56,1,A1
14325,9459,Naveen,31,1,A1
14326,9460,Manjunath Setty,41,1,A1
14327,9460,Srinivas Prasad,60,1,A2
14328,9461,Manjunath Bhat,36,1,A1
14329,9461,Altaf Hegde,22,1,A2
14330,9461,Ashok,26,1,A3
14331,9461,Naveen,64,1,A4
14332,9461,Selvam,31,1,A5
14333,9461,Nirmala,27,2,A6
14334,9461,Karthik Gowda,19,1,A7
14335,9462,Srinivas,58,1,A1
14336,9463,Muthu Reddy,51,1,A1
14337,9464,Vijay Shetty,47,1,A1
14338,9465,Basavaraj,20,1,A1
14339,9466,Anwar Achar,23,1,A1
14340,9466,Guru,56,1,A2
14341,9467,Shankar,56,1,A1
14342,9468,Harish,51,1,A1
14343,9469,Prakash Rao,22,1,A1
14344,9469,Mahesh Achar,20,1,A2
14345,9469,Selvam Reddy,60,1,A3
14346,9469,Farooq Patil,30,1,A4
14347,9469,Somu,33,1,A5
14348,9469,Vishal,41,1,A6
14349,9470,Kiran,47,1,A1
14350,9471,Yusuf,49,1,A1
14351,9472,Anand Shetty,48,1,A1
14352,9473,Farooq Bhat,41,1,A1
14353,9474,Somu Sheikh,60,1,A1
14354,9474,Raju,23,1,A2
14355,9474,Guru Rao,60,1,A3
14356,9475,Shivu Naidu,31,1,A1
14357,9476,Shankar Hegde,21,1,A1
14358,9477,Iqbal,23,1,A1
14359,9478,Harish Khan,25,1,A1
14360,9479,Sudha,42,2,A1
14361,9479,Ravi Iyer,46,1,A2
14362,9479,Deepak,37,1,A3
14363,9479,Girish Reddy,18,1,A4
14364,9479,Rukhsana,60,2,A5
14365,9480,Arjun Gowda,57,1,A1
14366,9480,Anwar Setty,28,1,A2
14367,9480,Anwar Khan,47,1,A3
14368,9481,Sudha Bhat,63,2,A1
14369,9482,Shabbir,52,1,A1
14370,9483,Rekha Poojari,30,2,A1
14371,9484,Selvam Rai,16,1,A1
14372,9485,Prasad Khan,16,1,A1
14373,9486,Ramesh Naik,42,1,A1
14374,9487,Ramesh Shetty,61,1,A1
14375,9488,Mary,59,2,A1
14376,9490,Manoj,46,1,A1
14377,9491,Srinivas Poojari,33,1,A1
14378,9491,Ajay Nayak,26,1,A2
14379,9492,Ravi,32,1,A1
14380,9493,Imran,20,1,A1
14381,9493,Anand,62,1,A2
14382,9493,Ashok,65,1,A3
14383,9493,Sagar,28,1,A4
14384,9493,Rashmi,51,2,A5
14385,9493,Sowmya,57,2,A6
14386,9493,Anwar Nayak,36,1,A7
14387,9493,Ganesh Naidu,62,1,A8
14388,9493,Shanthi Hegde,39,2,A9
14389,9494,Vijay,25,1,A1
14390,9495,Raghu Kulkarni,60,1,A1
14391,9496,Kiran Rao,59,1,A1
14392,9497,Dinesh,63,1,A1
14393,9498,Ravi Rai,64,1,A1
14394,9498,Shivu Desai,33,1,A2
14395,9499,Imran Kulkarni,51,1,A1
14396,9499,Guru Setty,65,1,A2
14397,9500,Dinesh Gowda,53,1,A1
14398,9501,Altaf,63,1,A1
14399,9502,Manjunath,28,1,A1
14400,9503,Anand Poojari,63,1,A1
14401,9504,Basavaraj,47,1,A1
14402,9505,Sunil Naidu,19,1,A1
14403,9506,Anwar Naik,41,1,A1
14404,9507,Shanthi,20,2,A1
14405,9508,Nirmala Patil,60,2,A1
14406,9508,Shobha Urs,52,2,A2
14407,9509,Anwar,61,1,A1
14408,9510,Anand Sheikh,58,1,A1
14409,9511,Ganesh Desai,53,1,A1
14410,9512,Suresh Kulkarni,31,1,A1
14411,9514,Rohit Hegde,49,1,A1
14412,9515,Arjun Rai,64,1,A1
14413,9515,Deepak Hegde,64,1,A2
14414,9517,Shankar Patil,39,1,A1
14415,9519,Ashok,33,1,A1
14416,9519,Shivu,56,1,A2
14417,9519,Imran Naidu,56,1,A3
14418,9520,Karthik,45,1,A1
14419,9522,Salim Setty,37,1,A1
14420,9523,Kiran,17,1,A1
14421,9523,Girish,55,1,A2
14422,9523,Somu Nayak,43,1,A3
14423,9523,Selvam,34,1,A4
14424,9523,Farooq,27,1,A5
14425,9524,Karthik,45,1,A1
14426,9525,Sagar Urs,53,1,A1
14427,9525,Anwar Shetty,36,1,A2
14428,9527,Anand,56,1,A1
14429,9528,Arjun,54,1,A1
14430,9529,Sagar Achar,61,1,A1
14431,9530,Rohit Gowda,32,1,A1
14432,9531,Raju Setty,31,1,A1
14433,9532,Mahesh,57,1,A1
14434,9533,Iqbal Khan,60,1,A1
14435,9533,Pallavi Patil,30,2,A2
14436,9533,Yogesh Urs,17,1,A3
14437,9534,Mahesh Desai,37,1,A1
14438,9535,Deepa Patil,53,2,A1
14439,9537,Sudha Achar,60,2,A1
14440,9538,Radha,38,2,A1
14441,9539,Rohit Iyer,55,1,A1
14442,9540,Prakash Naik,53,1,A1
14443,9541,Mahesh Prasad,49,1,A1
14444,9542,Sunil Patil,19,1,A1
14445,9543,Harish Achar,44,1,A1
14446,9544,Jyothi Nayak,39,2,A1
14447,9545,Kavitha Poojari,49,2,A1
14448,9546,Dinesh Sheikh,23,1,A1
14449,9546,Pallavi Sheikh,41,2,A2
14450,9546,Nasir Rai,29,1,A3
14451,9546,Sagar Kulkarni,65,1,A4
14452,9546,Sandeep Sheikh,22,1,A5
14453,9547,Farooq Nayak,42,1,A1
14454,9548,Prakash Sheikh,45,1,A1
14455,9549,Sunil,47,1,A1
14456,9551,Suresh,64,1,A1
14457,9551,Srinivas,33,1,A2
14458,9551,Harish Rai,36,1,A3
14459,9551,Srinivas,17,1,A4
14460,9551,Shankar,42,1,A5
14461,9552,Nasir Naik,28,1,A1
14462,9552,Anwar Khan,55,1,A2
14463,9553,Deepak Poojari,17,1,A1
14464,9554,Vishal,16,1,A1
14465,9555,Basavaraj,32,1,A1
14466,9555,Salim Gowda,59,1,A2
14467,9555,Kiran,65,1,A3
14468,9555,Shivu Poojari,32,1,A4
14469,9556,Yogesh,26,1,A1
14470,9557,Deepak Iyer,33,1,A1
14471,9559,Dinesh Rao,51,1,A1
14472,9560,Raju,41,1,A1
14473,9560,Mary,42,2,A2
14474,9560,Rekha,26,2,A3
14475,9560,Mahesh,19,1,A4
14476,9560,Chandru Hegde,18,1,A5
14477,9560,Nasir Poojari,50,1,A6
14478,9560,Arjun Kumar,31,1,A7
14479,9560,Farooq Achar,40,1,A8
14480,9561,Chandru Naidu,40,1,A1
14481,9562,Guru,21,1,A1
14482,9562,Ganesh Rai,47,1,A2
14483,9562,Raju Achar,48,1,A3
14484,9562,Nandini Rao,30,2,A4
14485,9562,Ravi Reddy,46,1,A5
14486,9562,Karthik,49,1,A6
14487,9562,Muthu Kumar,54,1,A7
14488,9562,Ajay Achar,27,1,A8
14489,9562,Srinivas Poojari,38,1,A9
14490,9562,Vishal,55,1,A10
14491,9563,Mahesh,44,1,A1
14492,9564,Deepak Shetty,49,1,A1
14493,9564,Deepak,37,1,A2
14494,9564,Kiran,16,1,A3
14495,9564,Anwar Gowda,46,1,A4
14496,9564,Anand Bhat,20,1,A5
14497,9564,Deepa Naidu,65,2,A6
14498,9564,Swathi Hegde,46,2,A7
14499,9565,Naveen Achar,37,1,A1
14500,9566,Rafiq,38,1,A1
14501,9567,Srinivas Rao,51,1,A1
14502,9568,Suresh Shetty,41,1,A1
14503,9569,Ashok,56,1,A1
14504,9570,Ayesha Bhat,25,2,A1
14505,9571,Salim Desai,42,1,A1
14506,9571,Raghu Setty,33,1,A2
14507,9571,Kiran Achar,28,1,A3
14508,9571,Iqbal Iyer,29,1,A4
14509,9574,Guru Khan,26,1,A1
14510,9575,Ajay Rai,42,1,A1
14511,9575,Ayesha Hegde,48,2,A2
14512,9576,Salim,43,1,A1
14513,9578,Nasir Urs,63,1,A1
14514,9578,Kamala,25,2,A2
14515,9579,Nagaraj,19,1,A1
14516,9580,Iqbal Kumar,29,1,A1
14517,9581,Raghu Achar,22,1,A1
14518,9581,Manjunath,51,1,A2
14519,9582,Shivu Achar,62,1,A1
14520,9583,Salim,33,1,A1
14521,9583,Raju Reddy,60,1,A2
14522,9584,Rafiq Kumar,38,1,A1
14523,9585,Geetha Hegde,21,2,A1
14524,9585,Rohit,24,1,A2
14525,9585,Mahesh,23,1,A3
14526,9585,Karthik Nayak,44,1,A4
14527,9586,Anand,43,1,A1
14528,9586,Chandru,16,1,A2
14529,9587,Altaf Naik,35,1,A1
14530,9587,Salim Reddy,38,1,A2
14531,9587,Naveen Rai,62,1,A3
14532,9587,Vani Rai,33,2,A4
14533,9587,Farooq Shetty,40,1,A5
14534,9588,Ajay Khan,52,1,A1
14535,9588,Nagaraj Kulkarni,49,1,A2
14536,9588,Yusuf Rai,30,1,A3
14537,9589,Vishal,23,1,A1
14538,9589,Deepak,33,1,A2
14539,9589,Santosh,62,1,A3
14540,9589,Kamala Nayak,30,2,A4
14541,9590,Vijay Naik,36,1,A1
14542,9591,Mahesh,19,1,A1
14543,9592,Ashok,18,1,A1
14544,9593,Fathima Setty,60,2,A1
14545,9594,Raghu,30,1,A1
14546,9595,Karthik,48,1,A1
14547,9595,Prasad Naidu,20,1,A2
14548,9596,Farooq,57,1,A1
14549,9596,Yusuf Urs,34,1,A2
14550,9597,Sunil,51,1,A1
14551,9597,Girish Rao,19,1,A2
14552,9597,Raghu,58,1,A3
14553,9598,Girish,65,1,A1
14554,9599,Girish Sheikh,45,1,A1
14555,9600,Chandru Urs,38,1,A1
14556,9601,Altaf Gowda,19,1,A1
14557,9601,Iqbal,48,1,A2
14558,9602,Sunil Prasad,49,1,A1
14559,9602,Altaf Nayak,53,1,A2
14560,9602,Yogesh,26,1,A3
14561,9602,Basavaraj,31,1,A4
14562,9603,Ganesh Sheikh,55,1,A1
14563,9603,Sagar,52,1,A2
14564,9604,Vijay Rai,62,1,A1
14565,9604,Dinesh Bhat,26,1,A2
14566,9605,Shabbir Achar,61,1,A1
14567,9606,Shankar,42,1,A1
14568,9607,Salim Reddy,50,1,A1
14569,9608,Chandru Desai,23,1,A1
14570,9609,Anwar Khan,19,1,A1
14571,9610,Iqbal,38,1,A1
14572,9611,Nandini Shetty,60,2,A1
14573,9611,Deepak,44,1,A2
14574,9611,Ravi,52,1,A3
14575,9612,Manjunath Desai,50,1,A1
14576,9613,Ganesh Kumar,45,1,A1
14577,9613,Somu Sheikh,48,1,A2
14578,9614,Farheen Gowda,62,2,A1
14579,9615,Shivu,59,1,A1
14580,9615,Yusuf Setty,54,1,A2
14581,9616,Ganesh,61,1,A1
14582,9616,Karthik,34,1,A2
14583,9616,Somu Rai,22,1,A3
14584,9616,Manoj,43,1,A4
14585,9616,Yusuf,16,1,A5
14586,9616,Somu,37,1,A6
14587,9617,Nagaraj,28,1,A1
14588,9617,Salim,52,1,A2
14589,9617,Vishal Achar,57,1,A3
14590,9618,Muthu Kumar,35,1,A1
14591,9621,Raghu,58,1,A1
14592,9622,Prakash,44,1,A1
14593,9622,Geetha Naik,25,2,A2
14594,9622,Harish Patil,21,1,A3
14595,9622,Raju,42,1,A4
14596,9622,Kamala Poojari,32,2,A5
14597,9623,Sandeep Patil,65,1,A1
14598,9624,Altaf Naik,21,1,A1
14599,9625,Iqbal Nayak,65,1,A1
14600,9625,Raju Iyer,33,1,A2
14601,9625,Shivu Achar,56,1,A3
14602,9626,Altaf Patil,36,1,A1
14603,9628,Guru Bhat,59,1,A1
14604,9629,Savitri,55,2,A1
14605,9630,Nasir,63,1,A1
14606,9631,Sagar Urs,46,1,A1
14607,9632,Srinivas Naidu,33,1,A1
14608,9633,Girish Achar,20,1,A1
14609,9634,Somu Sheikh,28,1,A1
14610,9634,Prasad Sheikh,65,1,A2
14611,9634,Sunil Rai,28,1,A3
14612,9634,Kavitha Naidu,26,2,A4
14613,9635,Sandeep Bhat,22,1,A1
14614,9636,Manjunath Setty,39,1,A1
14615,9638,Somu,18,1,A1
14616,9639,Santosh Gowda,51,1,A1
14617,9640,Shivu Rao,31,1,A1
14618,9641,Somu,61,1,A1
14619,9641,Kiran,63,1,A2
14620,9643,Nagaraj Prasad,49,1,A1
14621,9644,Raghu Rai,53,1,A1
14622,9645,Nasir Kulkarni,21,1,A1
14623,9646,Suresh Poojari,16,1,A1
14624,9647,Vinod Khan,57,1,A1
14625,9647,Girish Iyer,65,1,A2
14626,9648,Suresh Patil,51,1,A1
14627,9648,Mahesh Nayak,64,1,A2
14628,9648,Altaf,60,1,A3
